1.000000	0.000513	114.470123	1	m.03nhdr	m.0f8l9c	28
1.000000	0.001026	114.350433	1	m.02wxn8	m.0f8l9c	28
1.000000	0.001538	114.159409	1	m.0bfxtg	m.0d060g	28
1.000000	0.002051	113.978806	1	m.06mtq	m.027p4f	48
0.800000	0.002051	113.978355	0	m.0n8b4	m.0k6nt	28
0.833333	0.002564	113.881142	1	m.05kj_	m.0zdgd	48
0.857143	0.003077	113.874344	1	m.03bwn0	m.0d060g	28
0.875000	0.003590	113.822090	1	m.01n7q	m.0r2nw	48
0.777778	0.003590	113.789673	0	m.0fvzg	m.01ysdy	48
0.800000	0.004103	113.764526	1	m.07n9cx	m.0f8l9c	28
0.818182	0.004615	113.748161	1	m.08n6_q	m.087c7	29
0.833333	0.005128	113.729309	1	m.016hvl	m.03rjj	28
0.846154	0.005641	113.676331	1	m.03n7mw	m.0chghy	28
0.857143	0.006154	113.662483	1	m.0260dq3	m.0f8l9c	28
0.866667	0.006667	113.642448	1	m.0345h	m.0b55ht	48
0.875000	0.007179	113.626854	1	m.0345h	m.0m38x	48
0.882353	0.007692	113.593651	1	m.01k165	m.0d060g	28
0.888889	0.008205	113.579346	1	m.0vbk	m.01vcs0	48
0.894737	0.008718	113.539879	1	m.01n7q	m.0r26c	48
0.900000	0.009231	113.530685	1	m.01n7q	m.0210fw	48
0.857143	0.009231	113.526726	0	m.04rrd	m.0f8j6	48
0.818182	0.009231	113.526527	0	m.0bxccx	m.0345h	28
0.782609	0.009231	113.512482	0	m.06yxd	m.032w14	48
0.750000	0.009231	113.479088	0	m.08tfcv	m.07wrz	29
0.760000	0.009744	113.442886	1	m.01n7q	m.0l35f	48
0.769231	0.010256	113.421410	1	m.0p7xt	m.0d6lp	1
0.777778	0.010769	113.407188	1	m.01h1t3	m.06py2	29
0.785714	0.011282	113.377434	1	m.08n_nb	m.05b4w	28
0.793103	0.011795	113.326759	1	m.09zh2m	m.0f8l9c	28
0.800000	0.012308	113.312088	1	m.02rhm2	m.0f8l9c	28
0.806452	0.012821	113.248146	1	m.0fm9_	m.0y634	48
