1.000000	0.000513	110.153954	1	m.03nhdr	m.0f8l9c	28
1.000000	0.001026	110.140175	1	m.02wxn8	m.0f8l9c	28
1.000000	0.001538	109.885780	1	m.0bfxtg	m.0d060g	28
0.750000	0.001538	109.703094	0	m.04rrd	m.0f8j6	48
0.800000	0.002051	109.700462	1	m.09zh2m	m.0f8l9c	28
0.833333	0.002564	109.348061	1	m.03n7mw	m.0chghy	28
0.857143	0.003077	109.315720	1	m.01n7q	m.0r2nw	48
0.875000	0.003590	109.300217	1	m.01k165	m.0d060g	28
0.888889	0.004103	109.169006	1	m.016hvl	m.03rjj	28
0.900000	0.004615	109.075867	1	m.041mn9	m.05b4w	28
0.909091	0.005128	109.069702	1	m.03bwn0	m.0d060g	28
0.916667	0.005641	108.892426	1	m.01n7q	m.0210fw	48
0.923077	0.006154	108.871658	1	m.01n7q	m.0r26c	48
0.928571	0.006667	108.830612	1	m.07n9cx	m.0f8l9c	28
0.933333	0.007179	108.809715	1	m.03lzgz	m.0d060g	28
0.937500	0.007692	108.779846	1	m.0fkb_v	m.0chghy	28
0.941176	0.008205	108.748466	1	m.0260dq3	m.0f8l9c	28
0.944444	0.008718	108.700783	1	m.027q1_3	m.0f8l9c	28
0.947368	0.009231	108.674828	1	m.01h1t3	m.06py2	29
0.900000	0.009231	108.672653	0	m.07gzg1	m.03rjj	28
0.904762	0.009744	108.663887	1	m.01r1_q	m.0d060g	28
0.909091	0.010256	108.526344	1	m.06yxd	m.03zwsw	48
0.913043	0.010769	108.514839	1	m.0cymp	m.02rf94y	48
0.875000	0.010769	108.380440	0	m.0bxccx	m.0345h	28
0.880000	0.011282	108.377533	1	m.0345h	m.0m38x	48
0.846154	0.011282	108.362053	0	m.06yxd	m.032w14	48
0.814815	0.011282	108.354126	0	m.04cw_zd	m.0f8l9c	28
0.785714	0.011282	108.345787	0	m.0fx7gn	m.045c7b	29
0.758621	0.011282	108.341263	0	m.07m2q2	m.06bnz	28
0.766667	0.011795	108.322113	1	m.01gqf4	m.045c7b	29
