0.000000	0.000000	0	bihar	jahanabad	/location/location/contains	m.0290rb	m.02r2xpd	48
0.500000	0.000513	1	california	humboldt_redwoods_state_park	/location/location/contains	m.01n7q	m.0210fw	48
0.666667	0.001026	1	germany	siegen	/location/location/contains	m.0345h	m.0438ty	48
0.750000	0.001538	1	south_carolina	little_pee_dee_river	/location/location/contains	m.06yxd	m.03zwsw	48
0.800000	0.002051	1	gujarat	vadodara	/location/location/contains	m.0f1_p	m.02kfxk	48
0.833333	0.002564	1	ontario	niagara-on-the-lake	/location/location/contains	m.05kr_	m.01kzl0	48
0.857143	0.003077	1	alaska	chena_hot_springs	/location/location/contains	m.0hjy	m.0h2p4l	48
0.875000	0.003590	1	south_dakota	rosebud_indian_reservation	/location/location/contains	m.06mz5	m.087dwj	48
0.888889	0.004103	1	germany	kronach	/location/location/contains	m.0345h	m.04t85t	48
0.900000	0.004615	1	thailand	krabi	/location/location/contains	m.07f1x	m.04q9ng	48
0.909091	0.005128	1	germany	meiningen	/location/location/contains	m.0345h	m.04164m	48
0.916667	0.005641	1	italy	maranello	/location/location/contains	m.03rjj	m.028kpr	48
0.846154	0.005641	0	germany	university_of_lübeck	/location/location/contains	m.0345h	m.02pv0cf	48
0.857143	0.006154	1	connecticut	storrs	/location/location/contains	m.01x73	m.0rg1y	48
0.866667	0.006667	1	westchester_county	pocantico_hills	/location/location/contains	m.0cymp	m.02rf94y	48
0.812500	0.006667	0	maryland	kensington	/location/location/contains	m.04rrd	m.0f8j6	48
0.823529	0.007179	1	germany	baden-baden	/location/location/contains	m.0345h	m.0m38x	48
0.777778	0.007179	0	ireland	county_longford	/location/location/contains	m.012wgb	m.022_3x	48
0.789474	0.007692	1	california	riverside	/location/location/contains	m.01n7q	m.0r3wm	48
0.800000	0.008205	1	germany	hildesheim	/location/location/contains	m.0345h	m.013_gg	48
0.809524	0.008718	1	sri_lanka	polonnaruwa	/location/location/contains	m.06m_5	m.01q7mr	48
0.772727	0.008718	0	ireland	county_monaghan	/location/location/contains	m.012wgb	m.02496r	48
0.739130	0.008718	0	ontario	fort_erie	/location/location/contains	m.05kr_	m.01kzhs	48
0.750000	0.009231	1	california	sonoma_county	/location/location/contains	m.01n7q	m.0l35f	48
0.760000	0.009744	1	california	napa	/location/location/contains	m.01n7q	m.0r26c	48
0.769231	0.010256	1	tanzania	moshi	/location/location/contains	m.07dzf	m.03k8hk	48
0.777778	0.010769	1	los_angeles_county	bell_gardens	/location/location/contains	m.0kpys	m.0q__d	48
0.785714	0.011282	1	iran	mashhad	/location/location/contains	m.03shp	m.024hh1	48
0.793103	0.011795	1	turkey	samsun	/location/location/contains	m.01znc_	m.0302hx	48
0.766667	0.011795	0	ontario	nanticoke	/location/location/contains	m.05kr_	m.0_483	48
0.774194	0.012308	1	south_africa	kwazulu-natal	/location/location/contains	m.0hzlz	m.01bh3l	48
0.750000	0.012308	0	ontario	tobermory	/location/location/contains	m.05kr_	m.04b7327	48
0.727273	0.012308	0	italy	university_of_florence	/location/location/contains	m.03rjj	m.02bdq4	48
0.735294	0.012821	1	virginia	harrisonburg	/location/location/contains	m.07z1m	m.0mnrq	48
0.742857	0.013333	1	california	oakland	/location/location/contains	m.01n7q	m.0dc95	48
0.750000	0.013846	1	germany	landstuhl	/location/location/contains	m.0345h	m.0b55ht	48
0.729730	0.013846	0	cuba	puerto_padre	/location/location/contains	m.0d04z6	m.03b92b	48
0.736842	0.014359	1	iowa	le_mars	/location/location/contains	m.03s0w	m.0t27m	48
0.743590	0.014872	1	são_paulo	pacaembu	/location/location/contains	m.01hd58	m.0440kg	48
0.725000	0.014872	0	indiana	bedford	/location/location/contains	m.03v1s	m.0jpnn	48
0.707317	0.014872	0	wisconsin	fishtrap_lake	/location/location/contains	m.0824r	m.02658ng	48
0.690476	0.014872	0	buffalo	delaware_park	/location/location/contains	m.019fh	m.04c3msf	48
0.697674	0.015385	1	suffolk_county	smithtown	/location/location/contains	m.0d_kd	m.01mgfl	48
0.681818	0.015385	0	oregon	university_of_portland	/location/location/contains	m.05kj_	m.025rcc	48
0.688889	0.015897	1	idaho	lapwai	/location/location/contains	m.03s5t	m.0s2fg	48
0.673913	0.015897	0	san_francisco	videoegg	/location/location/contains	m.0d6lp	m.0fljyv	48
0.680851	0.016410	1	germany	dessau	/location/location/contains	m.0345h	m.016n7b	48
0.687500	0.016923	1	florida	lake_worth	/location/location/contains	m.02xry	m.0rq9m	48
0.673469	0.016923	0	suffolk_county	brentwood	/location/location/contains	m.0d_kd	m.0qylc	48
0.680000	0.017436	1	california	mill_valley	/location/location/contains	m.01n7q	m.0r1gl	48
0.686275	0.017949	1	florida	gulf_stream	/location/location/contains	m.02xry	m.0rq43	48
0.692308	0.018462	1	laure_manaudou	france	/people/person/nationality	m.03nhdr	m.0f8l9c	28
0.698113	0.018974	1	rockland_county	airmont	/location/location/contains	m.0fm9_	m.0y634	48
0.703704	0.019487	1	iowa	fort_des_moines	/location/location/contains	m.03s0w	m.048yc6h	48
0.709091	0.020000	1	denmark	frederiksberg	/location/location/contains	m.0k6nt	m.02t_r5	48
0.714286	0.020513	1	india	gangtok	/location/location/contains	m.03rk0	m.04vdf2	48
0.719298	0.021026	1	guanajuato	acámbaro	/location/location/contains	m.0259ws	m.06cwc3	48
0.706897	0.021026	0	ecuador	cuenca	/location/location/contains	m.02k1b	m.02rvkb	48
0.711864	0.021538	1	norway	horten	/location/location/contains	m.05b4w	m.01881x	48
0.716667	0.022051	1	spain	cádiz	/location/location/contains	m.06mkj	m.0dvt0	48
0.721311	0.022564	1	india	hyderabad	/location/location/contains	m.03rk0	m.09c6w	48
0.725806	0.023077	1	india	benaulim	/location/location/contains	m.03rk0	m.08m1kr	48
0.730159	0.023590	1	arkansas	hendrix_college	/location/location/contains	m.0vbk	m.01vcs0	48
0.734375	0.024103	1	armenia	gyumri	/location/location/contains	m.0jgx	m.058b5j	48
0.738462	0.024615	1	florida	jacksonville_beach	/location/location/contains	m.02xry	m.0rkfp	48
0.742424	0.025128	1	india	auroville	/location/location/contains	m.03rk0	m.048v8w	48
0.746269	0.025641	1	oklahoma	mcalester	/location/location/contains	m.05mph	m.0z9d9	48
0.735294	0.025641	0	california	sacramento_river	/location/location/contains	m.01n7q	m.09b2k	48
0.724638	0.025641	0	hunterdon_county	delaware_valley_school_district	/location/location/contains	m.0n5fl	m.026w9pv	48
0.728571	0.026154	1	israel	ra'anana	/location/location/contains	m.03spz	m.0g9yy	48
0.718310	0.026154	0	iowa	montezuma	/location/location/contains	m.03s0w	m.0sp8v	48
0.708333	0.026154	0	vermont	green_mountain_college	/location/location/contains	m.07_f2	m.02m0v4	48
0.712329	0.026667	1	italy	ravenna	/location/location/contains	m.03rjj	m.09b93	48
0.702703	0.026667	0	sonoma_county	russian_river	/location/location/contains	m.0l35f	m.0gs0gh	48
0.693333	0.026667	0	switzerland	arosa	/location/location/contains	m.06mzp	m.0643ch	48
0.697368	0.027179	1	germany	nordenham	/location/location/contains	m.0345h	m.043mk9	48
0.701299	0.027692	1	zimbabwe	marondera	/location/location/contains	m.088q4	m.06_wf8	48
0.705128	0.028205	1	germany	königsdorf	/location/location/contains	m.0345h	m.02q0yk5	48
0.696203	0.028205	0	california	owens_valley	/location/location/contains	m.01n7q	m.01sv7n	48
0.700000	0.028718	1	iowa	fort_madison	/location/location/contains	m.03s0w	m.0t0k1	48
0.691358	0.028718	0	oklahoma	cherokee_county	/location/location/contains	m.05mph	m.0n_0v	48
0.695122	0.029231	1	alaska	ketchikan	/location/location/contains	m.0hjy	m.0qfrj	48
0.686747	0.029231	0	iowa	simpson_college	/location/location/contains	m.03s0w	m.01xssh	48
0.690476	0.029744	1	russia	volgograd	/location/location/contains	m.06bnz	m.07_h1	48
0.694118	0.030256	1	spain	jaén	/location/location/contains	m.06mkj	m.0h2sf	48
0.686047	0.030256	0	california	ontario	/location/location/contains	m.01n7q	m.05kr_	48
0.689655	0.030769	1	calabria	crotone	/location/location/contains	m.0c61p	m.0kyxp	48
0.681818	0.030769	0	new_york_city	rondout_reservoir	/location/location/contains	m.02_286	m.094qk4	48
0.674157	0.030769	0	ontario	st._marys_river	/location/location/contains	m.05kr_	m.035nms	48
0.677778	0.031282	1	israel	ashkelon	/location/location/contains	m.03spz	m.0fdk4	48
0.681319	0.031795	1	germany	wiesbaden	/location/location/contains	m.0345h	m.0bp_7	48
0.684783	0.032308	1	jalisco	mazamitla	/location/location/contains	m.01btyw	m.047b5h_	48
0.677419	0.032308	0	california	piedmont	/location/location/contains	m.01n7q	m.068cn	48
0.680851	0.032821	1	california	san_juan_capistrano	/location/location/contains	m.01n7q	m.0r2nw	48
0.684211	0.033333	1	oregon	rogue_river	/location/location/contains	m.05kj_	m.0zdgd	48
0.687500	0.033846	1	ontario	st._catharines	/location/location/contains	m.05kr_	m.01gbzb	48
0.680412	0.033846	0	colorado	ridgway_state_park	/location/location/contains	m.01n4w	m.02w7nx4	48
0.673469	0.033846	0	new_hampshire	attitash	/location/location/contains	m.059f4	m.02pwmbr	48
0.666667	0.033846	0	new_york_city	college_of_insurance	/location/location/contains	m.02_286	m.0c6hrw	48
0.660000	0.033846	0	canada	wood_buffalo_national_park	/location/location/contains	m.0d060g	m.029qz4	48
0.663366	0.034359	1	seattle	south_lake_union	/location/location/contains	m.0d9jr	m.050jgm	48
0.666667	0.034872	1	levi_eshkol	israel	/people/person/nationality	m.018ykd	m.03spz	28
0.660194	0.034872	0	spain	chipiona	/location/location/contains	m.06mkj	m.04py79	48
0.653846	0.034872	0	italy	university_of_turin	/location/location/contains	m.03rjj	m.02bd_f	48
0.657143	0.035385	1	florida	ponte_vedra_beach	/location/location/contains	m.02xry	m.05b2zh	48
0.650943	0.035385	0	australia	paula_wriedt	/location/location/contains	m.0chghy	m.07vfgr	48
0.654206	0.035897	1	california	coronado	/location/location/contains	m.01n7q	m.0r4xt	48
